ID,Code,Lesson,Structure,Pinyin,English Equivalent,复习,Example,Example Pinyin,Example Translation,URL
128,3.02.2,Lesson,V O 来／去,V O lái／ qù ,(complements of direction),,明天要带作业来。,míngtiān yào dài zuòyè lái。 ,You need to bring [your] homework tomorrow.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2763993
129,3.02.2,Lesson,V 来／去 O,V lái／ qù O ,(complements of direction),,明天要带来作业。,míngtiān yào dàilái zuòyè。 ,Bring [your] homework tomorrow.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2763993
130,3.02.3,Lesson,能……吗？,néng…… ma？ ,how can you…?,,你不做作业，也不练习，能学好汉语吗？,nǐ bù zuò zuòyè， yě bù liànxí， néng xuéhǎo Hànyǔ ma？ ,"You don't do [your] homework, don't practice, how can you [possibly] learn Chinese well?",https://chinesezerotohero.teachable.com/courses/182498/lectures/2763994
131,3.03.1,Lesson,N1 还是 N2 ?,N1 háishi N2 ? ,N1 or N2 ?,,你要喝咖啡还是喝茶？,nǐ yào hē kāfēi háishi hē chá？ ,Do you want coffee or tea?,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764004
132,3.03.1,Lesson,N1 或者 N2,N1 huòzhě N2 ,either N1 or N21,,天冷了或者工作累了的时候，喝杯热茶很舒服。,tiānlěng le huòzhě gōngzuò lèi le de shíhou， hē bēi rèchá hěn shūfu。 ,"When the weather is cold or when you’re tired from work, it is very comfortable to drink a cup of hot tea.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764004
133,3.03.1,Lesson,N1 还是 N2,N1 háishi N2 ,N1 or N2 (in question-like clauses),,我还没想好去爬山还是去看电影。,wǒ hái méi xiǎng hǎoqù páshān háishi qù kàn diànyǐng。 ,I haven't decided whether to go hiking or to go to the movies.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764004
134,3.03.2,Lesson,PLACE + V + 着 + N,PLACE + V + zhe + N ,There is N V’ed in PLACE.,,桌子上放着一杯咖啡。,zhuōzi shàng fàng zhe yī bēi kāfēi。 ,There is a cup of coffee placed on the table.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764006
135,3.03.2,Lesson,PLACE + 没 + V + 着 + N,PLACE + méi + V + zhe + N ,There is not N V’ed in PLACE.,,桌子上没放着咖啡。,zhuōzi shàng méi fàng zhe kāfēi。 ,There was no coffee placed on the table.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764006
136,3.03.3,Lesson,会 + V / A + (的）,huì + V / A + ( de） ,"will V, will be A",,你穿得那么少，会感冒的。,nǐ chuān dé nàme shǎo， huì gǎnmào de。 ,"You wear so little, you will catch a cold.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764008
137,3.04.1,Lesson,又……又……,yòu…… yòu…… ,not only… but also…,,这个西瓜又大又甜。,zhège xīguā yòu dà yòu tián。 ,This watermelon is big and sweet.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764056
138,3.04.2,Lesson,V1 + 着 + V2,V1 + zhe + V2 ,V1-ing while V2-ing,,弟弟吃着苹果写作业。,dìdi chī zhe píngguǒ xiě zuòyè。 ,The younger brother is doing homework while eating [an] apple.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764058
139,3.05.1,Lesson,A 了,A le ,become A,,昨天吃了感冒药，现在好一些了。,zuótiān chī le gǎnmàoyào， xiànzài hǎo yīxiē le。 ,"I took flu medicine yesterday, and I’m better now.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764062
140,3.05.1,Lesson,V 了,V le ,(didn’t V but) now V,,现在我可以穿漂亮的裙子了。,xiànzài wǒ kěyǐ chuān piàoliang de qúnzi le。 ,Now I can wear a beautiful dress.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764062
141,3.05.2,Lesson,越来越 + A + (了),yuèláiyuè + A + ( le) ,more and more A,,你最近越来越帅了。,nǐ zuìjìn yuèláiyuè shuài le。 ,You’re more and more handsome these days.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764067
142,3.06.1,Lesson,V + 得 + RESULT,V + dé + RESULT ,can V to RESULT,,我看得清楚那个汉字。,wǒ kàn dé qīngchu nàge hànzì。 ,I can see the Chinese character clearly.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764075
143,3.06.1,Lesson,V + 得 + DIRECTION,V + dé + DIRECTION ,can V to DIRECTION,,楼这么高，你上得来吗？,lóu zhème gāo， nǐ shàng dé lái ma？ ,"The building is so high, are you able to come up?",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764075
144,3.06.1,Lesson,V + 不 + result,V + bù + result ,cannot V to RESULT,,我找不到好饭馆。,wǒ zhǎobudào hǎo fànguǎn。 ,I can't seek out a good restaurant.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764075
145,3.06.1,Lesson,V + 不 + direction,V + bù + direction ,cannot V to DIRECTION,,楼太高了，我上不去。,lóu tài gāo le， wǒ shàng bù qù。 ,"The building is too high, I can't go up.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764075
146,3.06.2,Lesson,N 呢?,N ne? ,where is N?,,你的书呢？,nǐ de shū ne？ ,Where is your book?,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764079
147,3.06.3,Lesson,刚 V,gāng V ,just V,,儿子刚做完作业。 ,érzi gāng zuòwán zuòyè。 ,The son just finished his homework.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764078
148,3.06.3,Lesson,刚才,gāngcái ,moments ago,,刚才儿子在做作业。,gāngcái érzi zài zuò zuòyè。 ,My son is doing homework moments ago.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764078
149,3.07.1,Lesson,V + 了 + DURATION + O,V + le + DURATION + O ,V’ed O for DURATION,,我们坐了一个小时公共汽车。,wǒmen zuò le yī gè xiǎoshí gōnggòngqìchē。 ,We took a bus for an hour.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764093
150,3.07.1,Lesson,V + 了 + DURATION + O + 了,V + le + DURATION + O + le ,have been V-ing O for DURATION,,我学习了一年汉语了。,wǒ xuéxí le yī nián Hànyǔ le。 ,I have studied Chinese for a year.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764093
151,3.07.2,Lesson,对 N 感兴趣/有兴趣,duì N gǎnxìngqù/ yǒuxìngqù ,interested in N,,他们对中国电影感兴趣。,tāmen duì Zhōngguó diànyǐng gǎnxìngqù。 ,They are interested in Chinese movies.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764090
152,3.07.2,Lesson,对 N 没兴趣,duì N méi xìngqù ,not interested in N,,他们对中国电影没兴趣。,tāmen duì Zhōngguó diànyǐng méi xìngqù。 ,They are not interested in Chinese movies.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764090
153,3.07.3,Lesson,半,bàn ,half hour,,现在七点半。,xiànzài qī diǎn bàn。 ,It’s half past seven.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764096
154,3.07.3,Lesson,一刻,yī kè ,quarter hour (when telling time),,现在七点一刻。,xiànzài qī diǎn yī kè。 ,Now it’s quarter past seven.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764096
155,3.07.3,Lesson,一刻钟,yī kè zhōng ,quarter hour (duration),,你迟到了一刻钟。,nǐ chí dàoliǎo yī kè zhōng。 ,You are late for 15 minutes.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764096
156,3.07.3,Lesson,差 (chà),chà (chà) ,to (when telling time),,已经差一刻八点了！,yǐjīng chà yī kè bā diǎn le！ ,It’s already a quarter to eight!,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764096
157,3.08.1,Lesson,再 V,zài V ,again (later),,我明天还要再去看看。,wǒ míngtiān hái yào zài qù kànkan。 ,I will go see it again tomorrow.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764099
158,3.08.1,Lesson,又 V,yòu V ,(did) again,,你今天怎么又迟到了?,nǐ jīntiān zěnme yòu chí dàoliǎo? ,Why are you late again today?,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764099
159,3.08.2,Lesson,S + Q1 + 就 + Q2,S + Q1 + jiù + Q2 ,(S acts in a way so that the answer to Q1 is the same as the answer to Q2.),,我想喝什么就喝什么。,wǒ xiǎng hē shénme jiù hē shénme。 ,I drink whatever I want to drink.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764104
160,3.08.2,Lesson,S1 + Q + S2 + 就 + Q,S1 + Q + S2 + jiù + Q ,(S2 acts in a way that the answer to Q is true for both S1 and S2.),,你喝什么我就喝什么。,nǐ hē shénme wǒ jiù hē shénme。 ,I drink whatever you drink.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764104
161,3.09.1,Lesson,越 V1/A1 越 V2/A2,yuè V1/A1 yuè V2/A2 ,the more V1/A1 the more V2/A2,,我们越聊越开心。,wǒmen yuè liáo yuè kāixīn。 ,"The more we chat, the more joyous we are.",https://chinesezerotohero.teachable.com/courses/182498/lectures/2764111
162,3.09.2,Lesson,N1 跟 N2 一样,N1 gēn N2 yīyàng ,N1 is like N2,,你的眼睛跟大熊猫一样。,nǐ de yǎnjing gēn dàxióngmāo yīyàng。 ,Your eyes are like pandas’ [eyes].,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764113
163,3.09.2,Lesson,N1 跟 N2 一样 A,N1 gēn N2 yīyàng A ,N1 is as A as N2,,儿子跟爸爸一样高。,érzi gēn bàba yīyàng gāo。 ,The son is as tall as his father.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764113
164,3.10.1,Lesson,没有 N (这么/那么) A,méiyǒu N ( zhème/ nàme) A ,not as A as N,,我的汉语没有他那么好。,wǒ de Hànyǔ méiyǒu tā nàme hǎo。 ,My Chinese is not as good as his.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764118
165,3.10.1,Lesson,A 一点儿/一些,A yīdiǎnr/ yīxiē ,A little more A,,大山比大卫矮一点儿。,Dàshān bǐ Dàwèi ǎi yīdiǎnr。 ,Dashan is a little shorter than David.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764118
166,3.10.1,Lesson,A 得多/多了,A dé duō/ duō le ,much more A,,今天的作业比昨天多得多。,jīntiān de zuòyè bǐ zuótiān duō dé duō。 ,Today's homework is much more than yesterday’s.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764118
167,3.10.2,Lesson,# #+1,# #+1 ,# or #+1,,我每天学习一两个小时汉语。,wǒ měitiān xuéxí yī liǎng gè xiǎoshí Hànyǔ。 ,I study Chinese for one or two hours a day.,https://chinesezerotohero.teachable.com/courses/182498/lectures/2764122
168,3.11.1,Lesson,把 + Ｏ + Ｖ + 了,bǎ + Ｏ + Ｖ + le ,V’ed the O,,我把钱包忘了。,wǒ bǎ qiánbāo wàng le。 ,I forgot my/the wallet.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785318
169,3.11.1,Lesson,不要/别/没把 + Ｏ + Ｖ + 了,bùyào/ bié/ méi bǎ + Ｏ + Ｖ + le ,don’t/don’t/haven’t V’ed the O,,别把手机忘了。,bié bǎshǒu jī wàng le。 ,Don't forget your/the phone.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785318
170,3.11.2,Lesson,# 左右,# zuǒyòu ,approximately #,,周末我一般十点左右起床。,zhōumò wǒ yībān shí diǎn zuǒyòu qǐchuáng。 ,I usually get up at around 10 o'clock on weekends.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785322
171,3.12.1,Lesson,就 V/A,jiù V/A ,just (better than expected),,坐飞机一个小时就到了。,zuòfēijī yī gè xiǎoshí jiù dàoliǎo。 ,It takes only an hour to get there by plane.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785150
172,3.12.1,Lesson,才 V/A,cái V/A ,just (worse than expected),,你怎么才来？,nǐ zěnme cái lái？ ,How come you only came just now? (Why are you so late?),https://chinesezerotohero.teachable.com/courses/183827/lectures/2785150
173,3.12.2,Lesson,把 + O + V + 在/到 +  PLACE,bǎ + O + V + zài/ dào + PLACE ,V’d the O to PLACE,,我把照片放在你包里了。,wǒ bǎ zhàopiàn fàng zài nǐ bāo lǐ le。 ,I put the photo in your bag.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785153
174,3.13.1,Lesson,V + motion V + 来/去,V + motion V + lái/ qù ,(compound complements of direction),,明天我们一起把礼物送过去。,míngtiān wǒmen yīqǐ bǎ lǐwù sòng guòqu。 ,Let's send the gift over together tomorrow.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785253
175,3.13.2,Lesson,一边 + V1 + 一边 + V2,yībiān + V1 + yībiān + V2 ,V1 while V2,,他一边唱歌一边跳舞。,tā yībiān chànggē yībiān tiàowǔ。 ,He sang while he danced.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785257
176,3.14.1,Lesson,把 + O + V + result,bǎ + O + V + result ,V the O until RESULT,,我把衣服洗干净了。,wǒ bǎ yīfu xǐ gānjìng le。 ,I washed my clothes clean.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785206
177,3.14.1,Lesson,把 + O + V + direction,bǎ + O + V + direction ,V the O to DIRECTION,,他把水果拿过来了。,tā bǎ shuǐguǒ ná guòlái le。 ,He took the fruit over.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785206
178,3.14.2,Lesson,先……再/又……然后……,xiān…… zài/ yòu…… ránhòu…… ,"First, then, then, …",,我先坐了公共汽车，又坐了地铁，然后才到小刚家。,wǒ xiān zuò le gōnggòngqìchē， yòu zuò le dìtiě， ránhòu cái dào xiǎo gāng jiā。 ,"I first took the bus, then took the subway, and then went to Xiaogang's house.",https://chinesezerotohero.teachable.com/courses/183827/lectures/2785210
179,3.15.1,Lesson,除了 N 以外,chúle N yǐwài ,except N,,除了这个汉字以外，别的我都认识。,chúle zhège hànzì yǐwài， biéde wǒ dōu rènshi。 ,"Except for this Chinese character, I know everything else.",https://chinesezerotohero.teachable.com/courses/183827/lectures/2785159
180,3.15.1,Lesson,除了……(以外)，还……,chúle……( yǐwài)， hái…… ,"not only…, but also…",,上网除了看新闻(以外)，还可以听音乐。,shàngwǎng chúle kàn xīnwén( yǐwài)， hái kěyǐ tīng yīnyuè。 ,"In addition to watching the news, you can listen to music too.",https://chinesezerotohero.teachable.com/courses/183827/lectures/2785159
181,3.15.2,Lesson,什么,shénme ,any,,周末你有什么打算吗?,zhōumò nǐ yǒu shénme dǎsuàn ma? ,Do you have any plans for the weekend?,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785163
182,3.15.3,Lesson,A 极了,A jíle ,extremely A,,今天天气冷极了。,jīntiān tiānqì lěng jíle。 ,The weather is extremely cold today.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785164
183,3.16.1,Lesson,"如果……(的话), 就……","rúguǒ……( dehuà), jiù…… ","if …, then…",,如果你太累的话，就休息一会儿。,rúguǒ nǐ tài lèi dehuà， jiù xiūxi yīhuìr。 ,"If you are too tired, take a break.",https://chinesezerotohero.teachable.com/courses/183827/lectures/2785196
184,3.16.2,Lesson,A + 得 + CLAUSE,A + dé + CLAUSE ,so A that + CLAUSE,,儿子累得下了班就睡觉了。,érzi lèi dé xià le bān jiù shuìjiào le。 ,The son was so tired that he went to sleep as soon as he got off work.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785200
185,3.16.3,Lesson,A + A + 的,A + A + de ,A (with characteristics),,她鼻子小小的，头发黑黑的。,tā bízi xiǎoxiǎo de， tóufa hēi hēi de。 ,Her nose is teeny tiny and her hair is black.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785201
186,3.17.1,Lesson,V + V,V + V ,V for a bit,,我带你去医院检查检查吧。,wǒ dài nǐ qù yīyuàn jiǎnchá jiǎnchá ba。 ,Let me take you to the hospital for to check up a bit.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785327
187,3.17.2,Lesson,Q + 都,Q + dōu ,Q-ever,,小刚什么都喜欢吃。,xiǎo gāng shénme dōu xǐhuan chī。 ,Xiao Gang likes to eat anything (lit. whatever).,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785331
188,3.18.1,Lesson,只要……就……,zhǐyào…… jiù…… ,as long as,,只要我有时间，就一定跟你去旅游。,zhǐyào wǒ yǒu shíjiān， jiù yīdìng gēn nǐ qù lǚyóu。 ,"As long as I have time, I will definitely travel with you.",https://chinesezerotohero.teachable.com/courses/183827/lectures/2785169
189,3.18.2,Lesson,关于,guānyú ,about,,关于这件事，我们还没有决定呢。,guānyú zhè jiàn shì， wǒmen hái méiyǒu juédìng ne。 ,We have not decided on this matter yet.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785173
190,3.19.1,Lesson,V + 出来,V + chūlái ,V and produce an outcome,,这个字你能写出来吗?,zhège zì nǐ néng xiě chūlái ma? ,Can you write (out) this word?,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785178
191,3.19.1,Lesson,V + 出来,V + chūlái ,V and recognize,,你听出来了吗？这是谁的声音？,nǐ tīng chūlái le ma？ zhè shì shéi de shēngyīn？ ,"After listening, did you recognize [it]? Whose voice is this?",https://chinesezerotohero.teachable.com/courses/183827/lectures/2785178
192,3.19.1,Lesson,V + 下来,V + xiàlai ,V down,,我真希望时间能慢下来。,wǒ zhēn xīwàng shíjiān néng màn xiàlai。 ,I really hope that time can slow down.,https://chinesezerotohero.teachable.com/courses/183827/lectures/2785178
